TradeDate,Currency,Ticker,OptionType,TradedStockPrice,NumOptions,Strike,ExpiryDate
2015-02-25,USD,PUT,AMZN,385.369995,730,393,2016-02-20
2015-02-26,USD,PUT,AAPL,130.419998,170,124,2015-08-25
2015-02-26,USD,PUT,MSFT,44.060001,560,45,2015-08-25
2015-02-26,USD,PUT,MSFT,44.060001,710,45,2015-05-27
2015-02-26,USD,PUT,BA,151.729996,430,150,2016-02-21
2015-02-26,USD,CALL,CHK,17.200001,500,17,2015-08-25
2015-02-26,USD,CALL,MSFT,44.060001,310,43,2015-05-27
2015-02-26,USD,PUT,BLCM,23.049999,930,23,2015-05-27
2015-02-27,USD,CALL,CHK,16.68,410,15,2016-02-22
2015-03-02,USD,PUT,BLCM,22.540001,830,22,2015-05-31
2015-03-02,USD,CALL,FB,79.75,30,77,2015-08-29
2015-03-02,USD,CALL,AMZN,385.660004,600,388,2016-02-25
2015-03-02,USD,PUT,CHK,16.6,80,17,2015-05-31
2015-03-02,USD,PUT,MSFT,43.880001,100,44,2015-08-29
2015-03-02,USD,CALL,FB,79.75,0,80,2015-08-29
2015-03-02,USD,PUT,CHK,16.6,330,15,2015-05-31
2015-03-02,USD,CALL,XRX,35.783928,800,37,2015-05-31
2015-03-03,USD,CALL,FB,79.599998,300,78,2016-02-26
2015-03-03,USD,PUT,BA,155.570007,490,160,2015-08-30
2015-03-04,USD,PUT,BLCM,24.32,230,24,2015-08-31
2015-03-04,USD,CALL,AAPL,128.53999299999998,40,125,2016-02-27
2015-03-04,USD,PUT,BA,154.350006,480,155,2016-02-27
2015-03-04,USD,PUT,FB,80.900002,890,77,2015-06-02
2015-03-04,USD,PUT,MSFT,43.060001,520,44,2015-06-02
2015-03-04,USD,PUT,BLCM,24.32,510,24,2015-08-31
2015-03-04,USD,CALL,CHK,15.49,110,15,2015-06-02
2015-03-04,USD,CALL,AAPL,128.53999299999998,40,133,2016-02-27
2015-03-05,USD,PUT,BA,154.470001,250,154,2016-02-28
2015-03-05,USD,CALL,BA,154.470001,920,159,2015-06-03
2015-03-05,USD,PUT,XRX,35.625824,290,34,2016-02-28
2015-03-06,USD,PUT,FB,80.010002,730,83,2015-06-04
2015-03-06,USD,PUT,BA,153.119995,170,156,2016-02-29
2015-03-06,USD,PUT,AAPL,126.599998,810,126,2016-02-29
2015-03-06,USD,CALL,FB,80.010002,50,78,2015-06-04
2015-03-06,USD,PUT,FB,80.010002,790,83,2016-02-29
2015-03-09,USD,CALL,XRX,34.940712,800,33,2016-03-03
2015-03-10,USD,PUT,BA,152.419998,560,148,2015-09-06
2015-03-11,USD,CALL,AMZN,366.369995,20,383,2015-06-09
2015-03-11,USD,CALL,AAPL,122.239998,450,125,2016-03-05
2015-03-11,USD,CALL,AAPL,122.239998,310,124,2015-06-09
2015-03-11,USD,CALL,BLCM,23.360001,260,22,2015-06-09
2015-03-11,USD,PUT,XRX,33.913044,750,32,2015-06-09
2015-03-11,USD,PUT,AMZN,366.369995,580,375,2015-09-07
2015-03-11,USD,CALL,MSFT,41.98,460,40,2015-06-09
2015-03-11,USD,CALL,XRX,33.913044,930,32,2015-06-09
2015-03-12,USD,PUT,AMZN,374.23999,180,357,2015-09-08
2015-03-12,USD,CALL,BA,152.03999299999998,660,148,2015-09-08
2015-03-12,USD,CALL,XRX,33.386036,940,31,2016-03-06
2015-03-12,USD,PUT,XRX,33.386036,800,32,2015-06-10
2015-03-12,USD,PUT,CHK,13.92,200,13,2016-03-06
2015-03-16,USD,CALL,XRX,33.965744,580,35,2015-09-12
2015-03-16,USD,PUT,MSFT,41.560001,550,39,2015-09-12
2015-03-16,USD,PUT,BA,153.669998,700,156,2015-06-14
2015-03-16,USD,CALL,AMZN,373.350006,350,383,2015-06-14
2015-03-18,USD,CALL,BA,155.729996,680,162,2015-09-14
2015-03-18,USD,PUT,XRX,34.229248,790,35,2015-09-14
2015-03-19,USD,CALL,AAPL,127.5,80,131,2015-06-17
2015-03-19,USD,CALL,BLCM,25.9,330,26,2015-06-17
2015-03-19,USD,PUT,BLCM,25.9,630,26,2016-03-13
2015-03-19,USD,CALL,XRX,33.833991999999995,380,35,2015-09-15
2015-03-20,USD,CALL,MSFT,42.880001,460,43,2015-06-18
2015-03-20,USD,PUT,AAPL,125.900002,620,124,2015-09-16
2015-03-20,USD,CALL,BA,154.5,530,151,2016-03-14
2015-03-20,USD,PUT,AAPL,125.900002,710,120,2016-03-14
2015-03-23,USD,CALL,BA,152.809998,660,150,2015-06-21
2015-03-24,USD,PUT,CHK,14.26,740,14,2016-03-18
2015-03-24,USD,CALL,AAPL,126.690002,170,124,2016-03-18
2015-03-24,USD,PUT,AMZN,374.089996,80,380,2016-03-18
2015-03-24,USD,PUT,CHK,14.26,150,14,2015-06-22
2015-03-24,USD,PUT,CHK,14.26,180,13,2016-03-18
2015-03-26,USD,CALL,XRX,33.913044,330,34,2016-03-20
2015-03-26,USD,CALL,XRX,33.913044,380,35,2015-06-24
2015-03-26,USD,CALL,BLCM,22.190001000000002,420,22,2015-09-22
2015-03-26,USD,CALL,MSFT,41.209998999999996,330,40,2016-03-20
2015-03-26,USD,PUT,FB,83.010002,620,81,2015-09-22
2015-03-27,USD,CALL,FB,83.300003,910,80,2015-06-25
2015-03-27,USD,CALL,AAPL,123.25,30,128,2015-06-25
2015-03-27,USD,CALL,XRX,33.175232,380,31,2016-03-21
2015-03-27,USD,PUT,AAPL,123.25,430,127,2016-03-21
2015-03-27,USD,CALL,CHK,14.03,550,13,2016-03-21
2015-03-30,USD,PUT,FB,83.199997,760,83,2015-09-26
2015-03-30,USD,CALL,AMZN,374.589996,70,380,2016-03-24
2015-03-30,USD,CALL,XRX,33.833991999999995,460,33,2015-09-26
2015-03-31,USD,CALL,MSFT,40.66,120,41,2015-06-29
2015-03-31,USD,CALL,BLCM,23.17,500,23,2016-03-25
2015-03-31,USD,CALL,CHK,14.16,810,13,2016-03-25
2015-03-31,USD,CALL,XRX,33.860344,670,33,2015-06-29
2015-03-31,USD,PUT,CHK,14.16,110,14,2016-03-25
2015-03-31,USD,PUT,FB,82.220001,890,84,2016-03-25
2015-03-31,USD,PUT,XRX,33.860344,620,35,2015-06-29
2015-03-31,USD,CALL,BA,150.080002,250,156,2015-09-27
2015-03-31,USD,CALL,AMZN,372.100006,600,385,2015-06-29
2015-04-01,USD,CALL,BA,148.639999,730,151,2015-06-30
2015-04-01,USD,CALL,FB,81.66999799999999,320,81,2016-03-26
2015-04-01,USD,PUT,BLCM,23.059998999999998,240,22,2016-03-26
2015-04-01,USD,PUT,AMZN,370.26001,440,369,2015-06-30
2015-04-01,USD,PUT,AMZN,370.26001,410,361,2015-06-30
2015-04-01,USD,CALL,MSFT,40.720001,410,39,2015-09-28
2015-04-02,USD,CALL,MSFT,40.290001000000004,750,41,2015-09-29
2015-04-02,USD,PUT,XRX,33.64954,960,34,2016-03-27
2015-04-02,USD,CALL,CHK,14.59,400,14,2016-03-27
2015-04-07,USD,CALL,AMZN,374.410004,280,380,2015-07-06
2015-04-07,USD,PUT,FB,82.32,810,78,2016-04-01
2015-04-07,USD,PUT,FB,82.32,280,80,2016-04-01
2015-04-07,USD,CALL,AMZN,374.410004,150,392,2016-04-01
2015-04-07,USD,CALL,CHK,15.35,230,15,2016-04-01
2015-04-07,USD,PUT,BLCM,23.549999,990,24,2015-07-06
2015-04-07,USD,CALL,BA,152.320007,680,148,2016-04-01
2015-04-07,USD,PUT,XRX,34.150196,920,32,2016-04-01
2015-04-07,USD,PUT,MSFT,41.529999,870,39,2015-10-04
2015-04-08,USD,CALL,AAPL,125.599998,180,123,2015-07-07
2015-04-08,USD,PUT,XRX,34.519104,160,34,2016-04-02
2015-04-08,USD,CALL,BA,153.360001,90,157,2015-07-07
2015-04-08,USD,PUT,BA,153.360001,360,155,2016-04-02
2015-04-10,USD,CALL,CHK,14.93,620,14,2015-07-09
2015-04-10,USD,PUT,BLCM,24.879998999999998,250,24,2016-04-04
2015-04-13,USD,PUT,FB,83.010002,970,81,2015-10-10
2015-04-13,USD,CALL,XRX,34.677208,740,34,2016-04-07
2015-04-13,USD,PUT,AMZN,382.359985,230,397,2015-10-10
2015-04-13,USD,CALL,BLCM,26.209999,640,25,2015-07-12
2015-04-13,USD,CALL,CHK,14.77,310,14,2015-07-12
2015-04-13,USD,PUT,FB,83.010002,510,82,2016-04-07
2015-04-14,USD,PUT,CHK,15.25,880,15,2015-10-11
2015-04-15,USD,CALL,BLCM,25.709999,750,24,2016-04-09
2015-04-15,USD,CALL,BLCM,25.709999,300,25,2015-07-14
2015-04-15,USD,CALL,AMZN,383.450012,680,373,2015-10-12
2015-04-15,USD,CALL,AAPL,126.779999,220,127,2016-04-09
2015-04-16,USD,PUT,AMZN,386.040009,50,394,2016-04-10
2015-04-16,USD,CALL,AMZN,386.040009,700,397,2015-07-15
2015-04-16,USD,PUT,AMZN,386.040009,490,404,2016-04-10
2015-04-16,USD,PUT,MSFT,42.16,530,40,2015-10-13
2015-04-16,USD,CALL,BLCM,25.950001,290,25,2016-04-10
2015-04-16,USD,CALL,AAPL,126.16999799999999,980,128,2016-04-10
2015-04-16,USD,PUT,CHK,15.87,470,16,2016-04-10
2015-04-17,USD,PUT,AMZN,375.559998,730,383,2016-04-11
2015-04-17,USD,CALL,FB,80.779999,760,78,2015-07-16
2015-04-17,USD,CALL,FB,80.779999,270,78,2015-07-16
2015-04-17,USD,PUT,AMZN,375.559998,360,366,2016-04-11
2015-04-20,USD,CALL,BLCM,26.549999,360,25,2015-07-19
2015-04-20,USD,CALL,BLCM,26.549999,40,27,2015-10-17
2015-04-20,USD,CALL,MSFT,42.91,880,42,2016-04-14
2015-04-20,USD,PUT,AAPL,127.599998,460,131,2015-10-17
2015-04-20,USD,PUT,AMZN,389.51001,330,376,2016-04-14
2015-04-20,USD,PUT,BLCM,26.549999,900,27,2016-04-14
2015-04-20,USD,CALL,FB,83.089996,940,79,2015-07-19
2015-04-20,USD,CALL,XRX,34.281948,870,35,2015-10-17
2015-04-20,USD,CALL,XRX,34.281948,390,34,2016-04-14
2015-04-21,USD,PUT,BLCM,25.959999,200,24,2015-07-20
2015-04-21,USD,PUT,AAPL,126.910004,420,126,2015-10-18
2015-04-21,USD,PUT,FB,83.620003,970,87,2016-04-15
2015-04-21,USD,CALL,XRX,33.70224,310,32,2015-10-18
2015-04-21,USD,CALL,BLCM,25.959999,560,25,2016-04-15
2015-04-22,USD,CALL,BA,151.190002,810,154,2015-10-19
2015-04-22,USD,PUT,BLCM,28.549999,790,29,2016-04-16
2015-04-22,USD,CALL,FB,84.629997,660,85,2015-07-21
2015-04-22,USD,CALL,MSFT,42.990002000000004,220,41,2015-10-19
2015-04-22,USD,PUT,CHK,14.41,830,14,2016-04-16
2015-04-22,USD,PUT,AAPL,128.619995,340,123,2015-07-21
2015-04-22,USD,PUT,BA,151.190002,970,153,2015-07-21
2015-04-23,USD,PUT,XRX,34.624503999999995,740,35,2015-10-20
2015-04-23,USD,CALL,BA,149.869995,560,143,2016-04-17
2015-04-24,USD,PUT,FB,81.529999,370,78,2015-07-23
2015-04-27,USD,PUT,CHK,14.39,560,15,2016-04-21
2015-04-27,USD,PUT,MSFT,48.029999,860,46,2016-04-21
2015-04-27,USD,PUT,MSFT,48.029999,100,48,2016-04-21
2015-04-27,USD,CALL,MSFT,48.029999,20,48,2016-04-21
2015-04-27,USD,CALL,AMZN,438.55999800000006,290,449,2015-07-26
2015-04-27,USD,PUT,FB,81.910004,940,84,2016-04-21
2015-04-27,USD,PUT,MSFT,48.029999,490,50,2015-07-26
2015-04-27,USD,PUT,MSFT,48.029999,680,47,2015-10-24
2015-04-28,USD,CALL,FB,80.68,450,78,2016-04-22
2015-04-28,USD,CALL,XRX,30.909090000000003,860,32,2016-04-22
2015-04-28,USD,PUT,MSFT,49.16,290,51,2015-07-27
2015-04-28,USD,PUT,FB,80.68,530,80,2016-04-22
2015-04-28,USD,PUT,AAPL,130.559998,700,130,2016-04-22
2015-04-28,USD,CALL,MSFT,49.16,360,48,2015-10-25
2015-04-28,USD,PUT,AMZN,429.30999800000006,130,424,2015-10-25
2015-04-28,USD,CALL,XRX,30.909090000000003,360,29,2015-10-25
2015-04-29,USD,PUT,BLCM,24.940001000000002,480,24,2016-04-23
2015-04-29,USD,CALL,CHK,15.1,920,14,2016-04-23
2015-04-29,USD,PUT,CHK,15.1,40,15,2016-04-23
2015-04-29,USD,PUT,BLCM,24.940001000000002,440,25,2015-10-26
2015-04-29,USD,CALL,MSFT,49.060001,460,49,2015-07-28
2015-04-29,USD,CALL,FB,80.470001,510,83,2016-04-23
2015-04-29,USD,PUT,XRX,30.382082,40,29,2016-04-23
2015-04-29,USD,PUT,AAPL,128.639999,340,134,2015-10-26
2015-04-29,USD,CALL,XRX,30.382082,0,30,2015-10-26
2015-04-30,USD,PUT,CHK,15.77,280,15,2016-04-24
2015-04-30,USD,CALL,XRX,30.30303,840,29,2016-04-24
2015-04-30,USD,PUT,AMZN,421.77999900000003,430,423,2015-07-29
2015-05-01,USD,PUT,XRX,30.355732,660,30,2016-04-25
2015-05-01,USD,CALL,MSFT,48.66,370,49,2016-04-25
2015-05-01,USD,PUT,MSFT,48.66,90,48,2015-07-30
2015-05-01,USD,CALL,BLCM,23.08,480,23,2015-10-28
2015-05-01,USD,PUT,AAPL,128.949997,510,125,2015-10-28
2015-05-01,USD,CALL,AAPL,128.949997,790,130,2015-07-30
2015-05-04,USD,CALL,FB,78.809998,310,76,2016-04-28
2015-05-04,USD,CALL,MSFT,48.240002000000004,190,46,2016-04-28
2015-05-04,USD,PUT,AAPL,128.699997,700,125,2015-08-02
2015-05-04,USD,PUT,AMZN,423.040009,980,437,2016-04-28
2015-05-05,USD,CALL,BLCM,22.540001,920,22,2016-04-29
2015-05-05,USD,CALL,AAPL,125.800003,120,130,2016-04-29
2015-05-05,USD,CALL,AMZN,421.19000199999994,60,423,2015-08-03
2015-05-05,USD,CALL,MSFT,47.599998,230,48,2015-11-01
2015-05-05,USD,CALL,CHK,15.86,560,15,2016-04-29
2015-05-05,USD,CALL,CHK,15.86,250,15,2016-04-29
2015-05-06,USD,PUT,MSFT,46.279999,410,46,2015-08-04
2015-05-06,USD,CALL,AMZN,419.100006,80,411,2015-11-02
2015-05-06,USD,CALL,FB,78.099998,680,80,2015-08-04
2015-05-06,USD,PUT,MSFT,46.279999,80,44,2016-04-30
2015-05-06,USD,PUT,BLCM,23.360001,560,23,2015-11-02
2015-05-06,USD,PUT,XRX,29.986824,0,30,2015-11-02
2015-05-06,USD,PUT,XRX,29.986824,70,30,2016-04-30
2015-05-06,USD,PUT,CHK,14.72,380,14,2016-04-30
2015-05-06,USD,CALL,AMZN,419.100006,540,411,2015-11-02
2015-05-07,USD,CALL,MSFT,46.700001,230,44,2016-05-01
2015-05-07,USD,PUT,BLCM,23.469998999999998,830,24,2015-11-03
2015-05-07,USD,CALL,BLCM,23.469998999999998,800,23,2015-08-05
2015-05-11,USD,CALL,MSFT,47.369999,740,49,2016-05-05
2015-05-11,USD,PUT,BLCM,24.959999,480,24,2015-08-09
2015-05-11,USD,PUT,AMZN,432.85000599999995,660,427,2016-05-05
2015-05-11,USD,PUT,CHK,15.18,770,14,2015-08-09
2015-05-11,USD,PUT,CHK,15.18,570,15,2016-05-05
2015-05-11,USD,PUT,FB,78.010002,930,78,2015-08-09
2015-05-11,USD,PUT,AMZN,432.85000599999995,930,441,2015-11-07
2015-05-12,USD,CALL,FB,77.459999,630,73,2016-05-06
2015-05-12,USD,CALL,MSFT,47.349998,380,45,2015-08-10
2015-05-12,USD,CALL,AMZN,431.01998899999995,440,434,2015-08-10
2015-05-12,USD,PUT,AMZN,431.01998899999995,650,436,2016-05-06
2015-05-12,USD,CALL,CHK,15.45,970,15,2015-11-08
2015-05-12,USD,CALL,BLCM,24.459999,240,24,2015-11-08
2015-05-12,USD,PUT,BA,145.429993,480,140,2015-08-10
2015-05-12,USD,CALL,BLCM,24.459999,180,23,2015-08-10
2015-05-13,USD,CALL,AAPL,126.010002,600,122,2016-05-07
2015-05-13,USD,PUT,BLCM,25.4,330,26,2015-11-09
2015-05-13,USD,CALL,AAPL,126.010002,680,122,2016-05-07
2015-05-13,USD,CALL,AAPL,126.010002,920,127,2015-11-09
2015-05-13,USD,CALL,MSFT,47.630001,820,49,2016-05-07
2015-05-13,USD,CALL,BA,145.619995,130,150,2015-11-09
2015-05-14,USD,PUT,MSFT,48.720001,670,49,2015-11-10
2015-05-14,USD,CALL,XRX,29.776021999999998,910,28,2015-08-12
2015-05-14,USD,CALL,BLCM,24.389999,440,25,2015-11-10
2015-05-15,USD,PUT,AAPL,128.770004,650,122,2015-11-11
2015-05-18,USD,CALL,FB,80.879997,60,79,2015-11-14
2015-05-18,USD,PUT,MSFT,48.009997999999996,680,46,2015-08-16
2015-05-19,USD,PUT,FB,80.629997,760,80,2015-11-15
2015-05-19,USD,PUT,MSFT,47.580002,830,48,2015-08-17
2015-05-19,USD,PUT,MSFT,47.580002,730,49,2015-11-15
2015-05-19,USD,PUT,MSFT,47.580002,0,47,2015-11-15
2015-05-19,USD,PUT,AMZN,421.709991,60,437,2016-05-13
2015-05-19,USD,CALL,FB,80.629997,520,82,2015-11-15
2015-05-19,USD,CALL,AMZN,421.709991,720,419,2015-11-15
2015-05-20,USD,CALL,AAPL,130.059998,260,130,2016-05-14
2015-05-20,USD,CALL,BLCM,23.440001000000002,690,22,2015-08-18
2015-05-20,USD,CALL,CHK,14.75,520,14,2016-05-14
2015-05-20,USD,CALL,AAPL,130.059998,610,128,2016-05-14
2015-05-20,USD,CALL,BLCM,23.440001000000002,0,22,2015-08-18
2015-05-20,USD,CALL,CHK,14.75,490,14,2015-08-18
2015-05-21,USD,PUT,AAPL,131.389999,130,134,2016-05-15
2015-05-22,USD,PUT,BA,144.809998,710,144,2015-11-18
2015-05-22,USD,CALL,XRX,30.144928000000004,800,29,2016-05-16
2015-05-22,USD,PUT,CHK,15.06,420,15,2015-08-20
2015-05-22,USD,PUT,CHK,15.06,60,14,2016-05-16
2015-05-22,USD,PUT,BA,144.809998,420,148,2015-08-20
2015-05-26,USD,PUT,CHK,14.92,700,15,2016-05-20
2015-05-26,USD,CALL,AAPL,129.619995,820,134,2016-05-20
2015-05-26,USD,PUT,XRX,29.538866,870,30,2015-08-24
2015-05-28,USD,PUT,AMZN,426.57000700000003,420,416,2015-11-24
2015-05-28,USD,CALL,XRX,30.30303,210,29,2015-08-26
2015-05-28,USD,CALL,MSFT,47.450001,580,48,2016-05-22
2015-05-28,USD,CALL,FB,80.150002,950,83,2015-11-24
2015-05-28,USD,PUT,CHK,14.05,200,14,2015-08-26
2015-05-29,USD,CALL,CHK,14.11,800,14,2015-11-25
2015-05-29,USD,PUT,FB,79.190002,120,82,2015-11-25
2015-05-29,USD,PUT,XRX,30.092226,340,31,2015-11-25
2015-05-29,USD,CALL,BLCM,24.74,80,23,2015-11-25
2015-05-29,USD,PUT,XRX,30.092226,60,31,2015-11-25
2015-05-29,USD,CALL,BLCM,24.74,700,23,2015-08-27
2015-05-29,USD,PUT,BLCM,24.74,710,25,2015-11-25
2015-06-01,USD,CALL,BA,141.25,700,137,2016-05-26
2015-06-01,USD,PUT,BA,141.25,260,146,2015-11-28
2015-06-02,USD,CALL,BLCM,24.889999,940,25,2015-08-31
2015-06-02,USD,PUT,BA,143.25,580,150,2015-08-31
2015-06-02,USD,PUT,BLCM,24.889999,950,26,2015-11-29
2015-06-02,USD,PUT,MSFT,46.919998,390,44,2016-05-27
2015-06-02,USD,CALL,AAPL,129.96000700000002,420,130,2016-05-27
2015-06-02,USD,CALL,XRX,30.250329999999998,490,30,2015-08-31
2015-06-02,USD,PUT,AAPL,129.96000700000002,900,130,2016-05-27
2015-06-03,USD,PUT,FB,82.440002,120,86,2015-09-01
2015-06-03,USD,PUT,MSFT,46.849998,940,46,2015-11-30
2015-06-03,USD,CALL,AMZN,436.589996,480,440,2015-09-01
2015-06-03,USD,CALL,AMZN,436.589996,580,457,2016-05-28
2015-06-03,USD,CALL,XRX,30.382082,310,30,2015-11-30
2015-06-03,USD,PUT,AMZN,436.589996,960,416,2015-09-01
2015-06-03,USD,CALL,AAPL,130.119995,170,131,2016-05-28
2015-06-04,USD,PUT,CHK,13.04,420,12,2015-12-01
2015-06-04,USD,CALL,MSFT,46.360001000000004,640,45,2015-12-01
2015-06-05,USD,PUT,AMZN,426.950012,270,436,2015-09-03
2015-06-05,USD,PUT,FB,82.139999,180,86,2016-05-30
2015-06-05,USD,PUT,AAPL,128.649994,160,130,2016-05-30
2015-06-05,USD,CALL,XRX,29.67062,280,29,2016-05-30
2015-06-08,USD,CALL,XRX,29.117259999999998,190,28,2016-06-02
2015-06-08,USD,CALL,MSFT,45.73,530,47,2015-12-05
2015-06-08,USD,CALL,FB,80.66999799999999,930,77,2015-12-05
2015-06-08,USD,CALL,XRX,29.117259999999998,980,28,2015-12-05
2015-06-08,USD,CALL,XRX,29.117259999999998,640,28,2015-09-06
2015-06-08,USD,CALL,CHK,13.16,920,13,2015-12-05
2015-06-08,USD,PUT,XRX,29.117259999999998,50,29,2016-06-02
2015-06-08,USD,CALL,XRX,29.117259999999998,930,29,2015-09-06
2015-06-08,USD,PUT,FB,80.66999799999999,960,83,2015-09-06
2015-06-09,USD,PUT,CHK,13.22,380,13,2015-09-07
2015-06-09,USD,CALL,CHK,13.22,320,13,2016-06-03
2015-06-09,USD,PUT,XRX,29.064558,450,28,2015-09-07
2015-06-10,USD,CALL,XRX,29.67062,210,30,2016-06-04
2015-06-10,USD,CALL,AMZN,430.76998899999995,570,424,2015-12-07
2015-06-10,USD,PUT,BA,141.619995,0,136,2015-09-08
2015-06-10,USD,CALL,XRX,29.67062,910,30,2016-06-04
2015-06-10,USD,CALL,XRX,29.67062,460,29,2015-09-08
2015-06-11,USD,PUT,FB,81.83000200000001,640,78,2015-09-09
2015-06-11,USD,CALL,CHK,12.5,470,12,2016-06-05
2015-06-11,USD,PUT,FB,81.83000200000001,110,77,2015-12-08
2015-06-12,USD,PUT,AAPL,127.16999799999999,880,129,2016-06-06
2015-06-12,USD,PUT,AAPL,127.16999799999999,520,131,2016-06-06
2015-06-12,USD,CALL,CHK,12.25,60,11,2015-12-09
2015-06-12,USD,PUT,BLCM,25.219998999999998,540,25,2015-12-09
2015-06-15,USD,PUT,XRX,29.117259999999998,670,30,2016-06-09
2015-06-15,USD,PUT,BLCM,24.99,960,23,2015-12-12
2015-06-15,USD,CALL,XRX,29.117259999999998,150,28,2016-06-09
2015-06-15,USD,PUT,AMZN,423.670013,90,403,2015-12-12
2015-06-15,USD,CALL,MSFT,45.48,910,45,2016-06-09
2015-06-16,USD,CALL,AAPL,127.599998,270,129,2016-06-10
2015-06-16,USD,CALL,BLCM,22.59,760,23,2015-09-14
2015-06-16,USD,CALL,BLCM,22.59,690,22,2016-06-10
2015-06-16,USD,PUT,FB,81.059998,120,84,2015-09-14
2015-06-16,USD,PUT,FB,81.059998,840,80,2016-06-10
2015-06-16,USD,PUT,AAPL,127.599998,60,126,2015-12-13
2015-06-16,USD,CALL,BA,142.33999599999999,470,143,2015-12-13
2015-06-17,USD,PUT,BA,143.429993,90,149,2016-06-11
2015-06-17,USD,CALL,AMZN,427.80999800000006,300,438,2015-09-15
2015-06-17,USD,CALL,AMZN,427.80999800000006,170,438,2015-09-15
2015-06-17,USD,CALL,BA,143.429993,80,139,2016-06-11
2015-06-17,USD,PUT,FB,81.790001,200,80,2015-09-15
2015-06-17,USD,PUT,AAPL,127.300003,370,130,2016-06-11
2015-06-18,USD,CALL,AMZN,439.39001500000006,460,439,2016-06-12
2015-06-18,USD,PUT,CHK,11.88,420,11,2016-06-12
2015-06-18,USD,PUT,BA,145.380005,790,149,2016-06-12
2015-06-18,USD,CALL,FB,82.910004,390,83,2016-06-12
2015-06-18,USD,PUT,MSFT,46.720001,370,47,2015-09-16
2015-06-18,USD,PUT,BLCM,23.200001,410,24,2016-06-12
2015-06-18,USD,PUT,FB,82.910004,330,83,2015-12-15
2015-06-22,USD,CALL,AMZN,436.290009,560,426,2015-12-19
2015-06-23,USD,PUT,CHK,11.78,580,12,2016-06-17
2015-06-23,USD,PUT,BLCM,22.67,130,22,2015-09-21
2015-06-24,USD,PUT,CHK,11.55,620,12,2016-06-18
2015-06-25,USD,CALL,FB,87.980003,120,89,2016-06-19
2015-06-26,USD,CALL,FB,88.010002,390,91,2016-06-20
2015-06-26,USD,CALL,XRX,28.932806,220,30,2016-06-20
2015-06-26,USD,PUT,BA,142.479996,460,143,2015-12-23
2015-06-26,USD,PUT,FB,88.010002,800,84,2016-06-20
2015-06-26,USD,CALL,XRX,28.932806,380,29,2015-12-23
2015-06-26,USD,CALL,FB,88.010002,0,85,2015-12-23
2015-06-26,USD,CALL,CHK,11.16,970,10,2015-12-23
2015-06-26,USD,PUT,BLCM,21.389999,370,20,2015-12-23
2015-07-01,USD,PUT,FB,86.910004,310,89,2016-06-25
2015-07-01,USD,CALL,XRX,28.142291999999998,340,29,2016-06-25
2015-07-01,USD,CALL,CHK,10.55,920,10,2016-06-25
2015-07-01,USD,PUT,MSFT,44.450001,380,44,2015-09-29
2015-07-01,USD,PUT,AMZN,437.39001500000006,500,458,2015-09-29
2015-07-01,USD,PUT,AMZN,437.39001500000006,290,423,2016-06-25
2015-07-01,USD,CALL,MSFT,44.450001,660,45,2015-12-28
2015-07-01,USD,PUT,FB,86.910004,810,82,2015-09-29
2015-07-01,USD,PUT,XRX,28.142291999999998,740,28,2015-12-28
2015-07-02,USD,PUT,FB,87.290001,490,90,2015-09-30
2015-07-02,USD,CALL,XRX,27.826086,810,28,2016-06-26
2015-07-02,USD,PUT,BA,140.21000700000002,880,143,2016-06-26
2015-07-02,USD,PUT,AAPL,126.440002,360,132,2016-06-26
2015-07-02,USD,CALL,XRX,27.826086,960,28,2016-06-26
2015-07-02,USD,CALL,XRX,27.826086,230,26,2015-12-29
2015-07-02,USD,CALL,BLCM,20.799999,200,20,2016-06-26
2015-07-06,USD,CALL,BLCM,20.24,270,20,2016-06-30
2015-07-06,USD,CALL,BLCM,20.24,40,20,2016-06-30
2015-07-06,USD,PUT,AAPL,126.0,220,130,2015-10-04
2015-07-07,USD,PUT,FB,87.220001,610,87,2015-10-05
2015-07-07,USD,CALL,CHK,11.46,540,11,2016-07-01
2015-07-07,USD,CALL,AAPL,125.690002,0,128,2016-01-03
2015-07-07,USD,PUT,CHK,11.46,330,11,2015-10-05
2015-07-07,USD,CALL,AAPL,125.690002,10,128,2016-01-03
2015-07-07,USD,CALL,BLCM,19.59,850,18,2016-01-03
2015-07-08,USD,PUT,FB,85.650002,120,84,2016-07-02
2015-07-08,USD,CALL,FB,85.650002,710,88,2016-01-04
2015-07-08,USD,PUT,AMZN,429.700012,480,445,2016-01-04
2015-07-09,USD,PUT,XRX,26.982871999999997,530,25,2016-07-03
2015-07-10,USD,PUT,MSFT,44.610001000000004,290,46,2016-07-04
2015-07-10,USD,CALL,AMZN,443.51000999999997,900,430,2016-01-06
2015-07-10,USD,PUT,AAPL,123.279999,830,125,2016-01-06
2015-07-10,USD,PUT,MSFT,44.610001000000004,480,44,2016-01-06
2015-07-10,USD,CALL,BA,144.479996,730,150,2016-07-04
2015-07-10,USD,CALL,BLCM,19.58,30,18,2016-01-06
2015-07-10,USD,PUT,MSFT,44.610001000000004,410,44,2015-10-08
2015-07-13,USD,PUT,AAPL,125.660004,20,121,2016-01-09
2015-07-13,USD,CALL,AAPL,125.660004,10,125,2015-10-11
2015-07-13,USD,PUT,MSFT,45.540001000000004,390,44,2016-07-07
2015-07-13,USD,CALL,XRX,27.641634000000003,290,28,2016-07-07
